timestamp,site,category,product_name,price_gbp,rating,availability,url,price_change
2026-05-26 10:49:40,GadgetHub,Laptops,MSI Prestige 15,681.25,3★,In stock,https://gadgethub.demo/msi-prestige-15,
2026-05-26 10:49:40,ShopZone,Laptops,MSI Prestige 15,716.28,5★,In stock,https://shopzone.demo/msi-prestige-15,
2026-05-26 10:49:40,PriceKing,Laptops,MSI Prestige 15,663.11,4★,Low stock,https://priceking.demo/msi-prestige-15,
2026-05-26 10:49:40,MegaStore,Laptops,MSI Prestige 15,708.59,5★,In stock,https://megastore.demo/msi-prestige-15,
2026-05-26 10:49:40,TechMart,Smartphones,iPhone 15 Pro,498.49,4★,Out of stock,https://techmart.demo/iphone-15-pro,
2026-05-26 10:49:40,GadgetHub,Smartphones,iPhone 15 Pro,486.02,5★,In stock,https://gadgethub.demo/iphone-15-pro,
2026-05-26 10:49:40,ShopZone,Smartphones,iPhone 15 Pro,519.75,4★,Out of stock,https://shopzone.demo/iphone-15-pro,
2026-05-26 10:49:40,PriceKing,Smartphones,iPhone 15 Pro,474.49,5★,In stock,https://priceking.demo/iphone-15-pro,
2026-05-26 10:49:40,MegaStore,Smartphones,iPhone 15 Pro,509.91,5★,In stock,https://megastore.demo/iphone-15-pro,
2026-05-26 10:49:40,TechMart,Smartphones,Samsung Galaxy S24,499.54,4★,In stock,https://techmart.demo/samsung-galaxy-s24,
2026-05-26 10:49:40,GadgetHub,Smartphones,Samsung Galaxy S24,488.88,5★,In stock,https://gadgethub.demo/samsung-galaxy-s24,
2026-05-26 10:49:40,ShopZone,Smartphones,Samsung Galaxy S24,517.71,4★,Out of stock,https://shopzone.demo/samsung-galaxy-s24,
2026-05-26 10:49:40,PriceKing,Smartphones,Samsung Galaxy S24,473.03,4★,Low stock,https://priceking.demo/samsung-galaxy-s24,
2026-05-26 10:49:40,MegaStore,Smartphones,Samsung Galaxy S24,503.05,5★,In stock,https://megastore.demo/samsung-galaxy-s24,
2026-05-26 10:49:40,TechMart,Smartphones,Google Pixel 8,502.07,4★,In stock,https://techmart.demo/google-pixel-8,
2026-05-26 10:49:40,GadgetHub,Smartphones,Google Pixel 8,482.76,5★,In stock,https://gadgethub.demo/google-pixel-8,
2026-05-26 10:49:40,ShopZone,Smartphones,Google Pixel 8,517.79,3★,Low stock,https://shopzone.demo/google-pixel-8,
2026-05-26 10:49:40,PriceKing,Smartphones,Google Pixel 8,475.96,3★,In stock,https://priceking.demo/google-pixel-8,
2026-05-26 10:49:40,MegaStore,Smartphones,Google Pixel 8,501.12,5★,In stock,https://megastore.demo/google-pixel-8,
2026-05-26 10:49:40,TechMart,Smartphones,OnePlus 12,503.43,4★,In stock,https://techmart.demo/oneplus-12,
2026-05-26 10:49:40,GadgetHub,Smartphones,OnePlus 12,480.35,4★,In stock,https://gadgethub.demo/oneplus-12,
2026-05-26 10:49:40,ShopZone,Smartphones,OnePlus 12,512.15,3★,In stock,https://shopzone.demo/oneplus-12,
2026-05-26 10:49:40,PriceKing,Smartphones,OnePlus 12,475.11,3★,In stock,https://priceking.demo/oneplus-12,
2026-05-26 10:49:40,MegaStore,Smartphones,OnePlus 12,505.85,4★,In stock,https://megastore.demo/oneplus-12,
2026-05-26 10:49:40,TechMart,Smartphones,Xiaomi 14 Pro,501.69,4★,Low stock,https://techmart.demo/xiaomi-14-pro,
2026-05-26 10:49:40,GadgetHub,Smartphones,Xiaomi 14 Pro,482.27,4★,Low stock,https://gadgethub.demo/xiaomi-14-pro,
2026-05-26 10:49:40,ShopZone,Smartphones,Xiaomi 14 Pro,510.23,4★,In stock,https://shopzone.demo/xiaomi-14-pro,
2026-05-26 10:49:40,PriceKing,Smartphones,Xiaomi 14 Pro,477.08,5★,In stock,https://priceking.demo/xiaomi-14-pro,
2026-05-26 10:49:40,MegaStore,Smartphones,Xiaomi 14 Pro,500.23,4★,In stock,https://megastore.demo/xiaomi-14-pro,
2026-05-26 10:49:40,TechMart,Smartphones,Sony Xperia 1 VI,496.26,4★,In stock,https://techmart.demo/sony-xperia-1-vi,
2026-05-26 10:49:40,GadgetHub,Smartphones,Sony Xperia 1 VI,484.0,5★,Low stock,https://gadgethub.demo/sony-xperia-1-vi,
2026-05-26 10:49:40,ShopZone,Smartphones,Sony Xperia 1 VI,519.93,5★,Low stock,https://shopzone.demo/sony-xperia-1-vi,
2026-05-26 10:49:40,PriceKing,Smartphones,Sony Xperia 1 VI,475.2,5★,In stock,https://priceking.demo/sony-xperia-1-vi,
2026-05-26 10:49:40,MegaStore,Smartphones,Sony Xperia 1 VI,505.2,4★,In stock,https://megastore.demo/sony-xperia-1-vi,
2026-05-26 10:49:40,TechMart,Smartphones,Nothing Phone 2,503.1,3★,In stock,https://techmart.demo/nothing-phone-2,
2026-05-26 10:49:40,GadgetHub,Smartphones,Nothing Phone 2,482.07,5★,Low stock,https://gadgethub.demo/nothing-phone-2,
2026-05-26 10:49:40,ShopZone,Smartphones,Nothing Phone 2,513.82,4★,In stock,https://shopzone.demo/nothing-phone-2,
2026-05-26 10:49:40,PriceKing,Smartphones,Nothing Phone 2,472.82,4★,Low stock,https://priceking.demo/nothing-phone-2,
2026-05-26 10:49:40,MegaStore,Smartphones,Nothing Phone 2,502.42,5★,In stock,https://megastore.demo/nothing-phone-2,
2026-05-26 10:49:40,TechMart,Headphones,Sony WH-1000XM5,146.59,5★,In stock,https://techmart.demo/sony-wh-1000xm5,
2026-05-26 10:49:40,GadgetHub,Headphones,Sony WH-1000XM5,143.07,5★,In stock,https://gadgethub.demo/sony-wh-1000xm5,
2026-05-26 10:49:40,ShopZone,Headphones,Sony WH-1000XM5,153.6,4★,In stock,https://shopzone.demo/sony-wh-1000xm5,
2026-05-26 10:49:40,PriceKing,Headphones,Sony WH-1000XM5,142.38,3★,Out of stock,https://priceking.demo/sony-wh-1000xm5,
2026-05-26 10:49:40,MegaStore,Headphones,Sony WH-1000XM5,148.74,4★,Low stock,https://megastore.demo/sony-wh-1000xm5,
2026-05-26 10:49:40,TechMart,Headphones,Bose QC45,154.68,5★,In stock,https://techmart.demo/bose-qc45,
2026-05-26 10:49:40,GadgetHub,Headphones,Bose QC45,144.84,5★,In stock,https://gadgethub.demo/bose-qc45,
2026-05-26 10:49:40,ShopZone,Headphones,Bose QC45,154.04,5★,Low stock,https://shopzone.demo/bose-qc45,
2026-05-26 10:49:40,PriceKing,Headphones,Bose QC45,144.57,3★,Low stock,https://priceking.demo/bose-qc45,
2026-05-26 10:49:40,MegaStore,Headphones,Bose QC45,151.02,5★,Out of stock,https://megastore.demo/bose-qc45,
2026-05-26 10:49:40,TechMart,Headphones,Apple AirPods Max,153.05,3★,Out of stock,https://techmart.demo/apple-airpods-max,
2026-05-26 10:49:40,GadgetHub,Headphones,Apple AirPods Max,146.48,3★,In stock,https://gadgethub.demo/apple-airpods-max,
2026-05-26 10:49:40,ShopZone,Headphones,Apple AirPods Max,150.97,5★,In stock,https://shopzone.demo/apple-airpods-max,
2026-05-26 10:49:40,PriceKing,Headphones,Apple AirPods Max,142.05,4★,In stock,https://priceking.demo/apple-airpods-max,
2026-05-26 10:49:40,MegaStore,Headphones,Apple AirPods Max,153.07,3★,In stock,https://megastore.demo/apple-airpods-max,
2026-05-26 10:49:40,TechMart,Headphones,Sennheiser HD 560S,147.61,3★,In stock,https://techmart.demo/sennheiser-hd-560s,
2026-05-26 10:49:40,GadgetHub,Headphones,Sennheiser HD 560S,143.86,4★,Out of stock,https://gadgethub.demo/sennheiser-hd-560s,
2026-05-26 10:49:40,ShopZone,Headphones,Sennheiser HD 560S,159.26,4★,In stock,https://shopzone.demo/sennheiser-hd-560s,
2026-05-26 10:49:40,PriceKing,Headphones,Sennheiser HD 560S,139.99,5★,Low stock,https://priceking.demo/sennheiser-hd-560s,
2026-05-26 10:49:40,MegaStore,Headphones,Sennheiser HD 560S,147.41,5★,Low stock,https://megastore.demo/sennheiser-hd-560s,
2026-05-26 10:49:40,TechMart,Headphones,JBL Tune 770NC,154.3,5★,In stock,https://techmart.demo/jbl-tune-770nc,
2026-05-26 10:49:40,GadgetHub,Headphones,JBL Tune 770NC,143.44,4★,In stock,https://gadgethub.demo/jbl-tune-770nc,
2026-05-26 10:49:40,ShopZone,Headphones,JBL Tune 770NC,159.3,4★,In stock,https://shopzone.demo/jbl-tune-770nc,
2026-05-26 10:49:40,PriceKing,Headphones,JBL Tune 770NC,138.94,5★,Out of stock,https://priceking.demo/jbl-tune-770nc,
2026-05-26 10:49:40,MegaStore,Headphones,JBL Tune 770NC,147.97,4★,Low stock,https://megastore.demo/jbl-tune-770nc,
2026-05-26 10:49:40,TechMart,Headphones,Jabra Evolve2 55,146.41,3★,In stock,https://techmart.demo/jabra-evolve2-55,
2026-05-26 10:49:40,GadgetHub,Headphones,Jabra Evolve2 55,140.82,5★,In stock,https://gadgethub.demo/jabra-evolve2-55,
2026-05-26 10:49:40,ShopZone,Headphones,Jabra Evolve2 55,154.05,4★,Low stock,https://shopzone.demo/jabra-evolve2-55,
2026-05-26 10:49:40,PriceKing,Headphones,Jabra Evolve2 55,139.68,5★,Out of stock,https://priceking.demo/jabra-evolve2-55,
2026-05-26 10:49:40,MegaStore,Headphones,Jabra Evolve2 55,147.59,3★,Out of stock,https://megastore.demo/jabra-evolve2-55,
2026-05-26 10:49:40,TechMart,Tablets,iPad Pro 12.9,396.25,4★,Low stock,https://techmart.demo/ipad-pro-12.9,
2026-05-26 10:49:40,GadgetHub,Tablets,iPad Pro 12.9,392.2,3★,In stock,https://gadgethub.demo/ipad-pro-12.9,
2026-05-26 10:49:40,ShopZone,Tablets,iPad Pro 12.9,407.36,5★,Low stock,https://shopzone.demo/ipad-pro-12.9,
2026-05-26 10:49:40,PriceKing,Tablets,iPad Pro 12.9,382.37,5★,Low stock,https://priceking.demo/ipad-pro-12.9,
2026-05-26 10:49:40,MegaStore,Tablets,iPad Pro 12.9,407.17,5★,Low stock,https://megastore.demo/ipad-pro-12.9,
2026-05-26 10:49:40,TechMart,Tablets,Samsung Tab S9,402.89,5★,In stock,https://techmart.demo/samsung-tab-s9,
2026-05-26 10:49:40,GadgetHub,Tablets,Samsung Tab S9,386.83,4★,In stock,https://gadgethub.demo/samsung-tab-s9,
2026-05-26 10:49:40,ShopZone,Tablets,Samsung Tab S9,415.8,4★,In stock,https://shopzone.demo/samsung-tab-s9,
2026-05-26 10:49:40,PriceKing,Tablets,Samsung Tab S9,376.35,5★,Low stock,https://priceking.demo/samsung-tab-s9,
2026-05-26 10:49:40,MegaStore,Tablets,Samsung Tab S9,402.64,4★,Out of stock,https://megastore.demo/samsung-tab-s9,
2026-05-26 10:49:40,TechMart,Tablets,Microsoft Surface Pro 9,401.78,5★,Out of stock,https://techmart.demo/microsoft-surface-pro-9,
2026-05-26 10:49:40,GadgetHub,Tablets,Microsoft Surface Pro 9,383.23,4★,In stock,https://gadgethub.demo/microsoft-surface-pro-9,
2026-05-26 10:49:40,ShopZone,Tablets,Microsoft Surface Pro 9,413.01,5★,Out of stock,https://shopzone.demo/microsoft-surface-pro-9,
2026-05-26 10:49:40,PriceKing,Tablets,Microsoft Surface Pro 9,379.28,5★,Low stock,https://priceking.demo/microsoft-surface-pro-9,
2026-05-26 10:49:40,MegaStore,Tablets,Microsoft Surface Pro 9,400.31,5★,In stock,https://megastore.demo/microsoft-surface-pro-9,
2026-05-26 10:49:40,TechMart,Tablets,Lenovo Tab P12,403.36,4★,Out of stock,https://techmart.demo/lenovo-tab-p12,
2026-05-26 10:49:40,GadgetHub,Tablets,Lenovo Tab P12,384.61,4★,Low stock,https://gadgethub.demo/lenovo-tab-p12,
2026-05-26 10:49:40,ShopZone,Tablets,Lenovo Tab P12,413.61,4★,Low stock,https://shopzone.demo/lenovo-tab-p12,
2026-05-26 10:49:40,PriceKing,Tablets,Lenovo Tab P12,375.34,4★,In stock,https://priceking.demo/lenovo-tab-p12,
2026-05-26 10:49:40,MegaStore,Tablets,Lenovo Tab P12,401.88,4★,Low stock,https://megastore.demo/lenovo-tab-p12,
2026-05-26 10:49:40,TechMart,Tablets,Amazon Fire HD 10,400.64,5★,In stock,https://techmart.demo/amazon-fire-hd-10,
2026-05-26 10:49:40,GadgetHub,Tablets,Amazon Fire HD 10,387.85,5★,In stock,https://gadgethub.demo/amazon-fire-hd-10,
2026-05-26 10:49:40,ShopZone,Tablets,Amazon Fire HD 10,408.17,5★,Low stock,https://shopzone.demo/amazon-fire-hd-10,
2026-05-26 10:49:40,PriceKing,Tablets,Amazon Fire HD 10,378.4,5★,In stock,https://priceking.demo/amazon-fire-hd-10,
2026-05-26 10:49:40,MegaStore,Tablets,Amazon Fire HD 10,400.79,3★,In stock,https://megastore.demo/amazon-fire-hd-10,
2026-05-26 10:49:40,TechMart,Cameras,Sony A7 IV,1196.24,5★,In stock,https://techmart.demo/sony-a7-iv,
2026-05-26 10:49:40,GadgetHub,Cameras,Sony A7 IV,1164.83,3★,In stock,https://gadgethub.demo/sony-a7-iv,
2026-05-26 10:49:40,ShopZone,Cameras,Sony A7 IV,1232.17,4★,In stock,https://shopzone.demo/sony-a7-iv,
2026-05-26 10:49:40,PriceKing,Cameras,Sony A7 IV,1135.86,4★,Low stock,https://priceking.demo/sony-a7-iv,
2026-05-26 10:49:40,MegaStore,Cameras,Sony A7 IV,1210.61,4★,Out of stock,https://megastore.demo/sony-a7-iv,
2026-05-26 10:49:40,TechMart,Cameras,Canon EOS R6,1197.04,4★,In stock,https://techmart.demo/canon-eos-r6,
2026-05-26 10:49:40,GadgetHub,Cameras,Canon EOS R6,1162.9,4★,In stock,https://gadgethub.demo/canon-eos-r6,
2026-05-26 10:49:40,ShopZone,Cameras,Canon EOS R6,1235.55,4★,In stock,https://shopzone.demo/canon-eos-r6,
2026-05-26 10:49:40,PriceKing,Cameras,Canon EOS R6,1141.23,5★,In stock,https://priceking.demo/canon-eos-r6,
2026-05-26 10:49:40,MegaStore,Cameras,Canon EOS R6,1207.34,5★,In stock,https://megastore.demo/canon-eos-r6,
2026-05-26 10:49:40,TechMart,Cameras,Nikon Z6 III,1196.81,5★,In stock,https://techmart.demo/nikon-z6-iii,
2026-05-26 10:49:40,GadgetHub,Cameras,Nikon Z6 III,1161.89,3★,In stock,https://gadgethub.demo/nikon-z6-iii,
2026-05-26 10:49:40,ShopZone,Cameras,Nikon Z6 III,1233.41,5★,In stock,https://shopzone.demo/nikon-z6-iii,
2026-05-26 10:49:40,PriceKing,Cameras,Nikon Z6 III,1139.11,5★,In stock,https://priceking.demo/nikon-z6-iii,
2026-05-26 10:49:40,MegaStore,Cameras,Nikon Z6 III,1214.28,4★,In stock,https://megastore.demo/nikon-z6-iii,
2026-05-26 10:49:40,TechMart,Cameras,Fujifilm X-T5,1196.12,3★,Low stock,https://techmart.demo/fujifilm-x-t5,
2026-05-26 10:49:40,GadgetHub,Cameras,Fujifilm X-T5,1165.7,4★,In stock,https://gadgethub.demo/fujifilm-x-t5,
2026-05-26 10:49:40,ShopZone,Cameras,Fujifilm X-T5,1234.68,4★,Low stock,https://shopzone.demo/fujifilm-x-t5,
2026-05-26 10:49:40,PriceKing,Cameras,Fujifilm X-T5,1140.04,5★,In stock,https://priceking.demo/fujifilm-x-t5,
2026-05-26 10:49:40,MegaStore,Cameras,Fujifilm X-T5,1207.74,5★,Low stock,https://megastore.demo/fujifilm-x-t5,
2026-05-26 10:49:40,TechMart,Cameras,OM System OM-5,1195.47,4★,In stock,https://techmart.demo/om-system-om-5,
2026-05-26 10:49:40,GadgetHub,Cameras,OM System OM-5,1159.26,4★,Low stock,https://gadgethub.demo/om-system-om-5,
2026-05-26 10:49:40,ShopZone,Cameras,OM System OM-5,1236.42,3★,In stock,https://shopzone.demo/om-system-om-5,
2026-05-26 10:49:40,PriceKing,Cameras,OM System OM-5,1139.35,4★,In stock,https://priceking.demo/om-system-om-5,
2026-05-26 10:49:40,MegaStore,Cameras,OM System OM-5,1216.13,5★,Low stock,https://megastore.demo/om-system-om-5,
2026-05-26 10:49:40,TechMart,Accessories,Anker 65W Charger,39.89,4★,In stock,https://techmart.demo/anker-65w-charger,
2026-05-26 10:49:40,GadgetHub,Accessories,Anker 65W Charger,43.1,4★,In stock,https://gadgethub.demo/anker-65w-charger,
2026-05-26 10:49:40,ShopZone,Accessories,Anker 65W Charger,40.83,5★,In stock,https://shopzone.demo/anker-65w-charger,
2026-05-26 10:49:40,PriceKing,Accessories,Anker 65W Charger,33.15,3★,Out of stock,https://priceking.demo/anker-65w-charger,
2026-05-26 10:49:40,MegaStore,Accessories,Anker 65W Charger,40.65,4★,In stock,https://megastore.demo/anker-65w-charger,
2026-05-26 10:49:40,TechMart,Accessories,Logitech MX Master 3,36.47,5★,Out of stock,https://techmart.demo/logitech-mx-master-3,
2026-05-26 10:49:40,GadgetHub,Accessories,Logitech MX Master 3,37.76,4★,In stock,https://gadgethub.demo/logitech-mx-master-3,
2026-05-26 10:49:40,ShopZone,Accessories,Logitech MX Master 3,37.87,4★,Out of stock,https://shopzone.demo/logitech-mx-master-3,
2026-05-26 10:49:40,PriceKing,Accessories,Logitech MX Master 3,33.5,4★,In stock,https://priceking.demo/logitech-mx-master-3,
2026-05-26 10:49:40,MegaStore,Accessories,Logitech MX Master 3,35.55,5★,Out of stock,https://megastore.demo/logitech-mx-master-3,
2026-05-26 10:49:40,TechMart,Accessories,Samsung T7 SSD,43.39,5★,Out of stock,https://techmart.demo/samsung-t7-ssd,
2026-05-26 10:49:40,GadgetHub,Accessories,Samsung T7 SSD,40.23,4★,In stock,https://gadgethub.demo/samsung-t7-ssd,
2026-05-26 10:49:40,ShopZone,Accessories,Samsung T7 SSD,37.58,5★,Low stock,https://shopzone.demo/samsung-t7-ssd,
2026-05-26 10:49:40,PriceKing,Accessories,Samsung T7 SSD,42.79,4★,In stock,https://priceking.demo/samsung-t7-ssd,
2026-05-26 10:49:40,MegaStore,Accessories,Samsung T7 SSD,43.16,3★,In stock,https://megastore.demo/samsung-t7-ssd,
2026-05-26 10:49:40,TechMart,Accessories,Belkin MagSafe,43.05,5★,In stock,https://techmart.demo/belkin-magsafe,
2026-05-26 10:49:40,GadgetHub,Accessories,Belkin MagSafe,41.27,3★,Low stock,https://gadgethub.demo/belkin-magsafe,
2026-05-26 10:49:40,ShopZone,Accessories,Belkin MagSafe,42.2,4★,Out of stock,https://shopzone.demo/belkin-magsafe,
2026-05-26 10:49:40,PriceKing,Accessories,Belkin MagSafe,34.82,5★,Low stock,https://priceking.demo/belkin-magsafe,
2026-05-26 10:49:40,MegaStore,Accessories,Belkin MagSafe,41.63,5★,Low stock,https://megastore.demo/belkin-magsafe,
2026-05-26 10:49:40,TechMart,Accessories,Spigen Case,42.45,4★,Low stock,https://techmart.demo/spigen-case,
2026-05-26 10:49:40,GadgetHub,Accessories,Spigen Case,40.9,5★,In stock,https://gadgethub.demo/spigen-case,
2026-05-26 10:49:40,ShopZone,Accessories,Spigen Case,40.97,5★,In stock,https://shopzone.demo/spigen-case,
2026-05-26 10:49:40,PriceKing,Accessories,Spigen Case,41.57,4★,In stock,https://priceking.demo/spigen-case,
2026-05-26 10:49:40,MegaStore,Accessories,Spigen Case,42.43,4★,In stock,https://megastore.demo/spigen-case,
2026-05-27 10:49:40,TechMart,Laptops,Dell XPS 15,703.89,5★,In stock,https://techmart.demo/dell-xps-15,0.0
2026-05-27 10:49:40,GadgetHub,Laptops,Dell XPS 15,684.69,5★,Low stock,https://gadgethub.demo/dell-xps-15,3.8
2026-05-27 10:49:40,ShopZone,Laptops,Dell XPS 15,726.53,5★,In stock,https://shopzone.demo/dell-xps-15,-7.12
2026-05-27 10:49:40,PriceKing,Laptops,Dell XPS 15,636.95,4★,In stock,https://priceking.demo/dell-xps-15,0.0
2026-05-27 10:49:40,MegaStore,Laptops,Dell XPS 15,716.9,5★,In stock,https://megastore.demo/dell-xps-15,0.0
2026-05-27 10:49:40,TechMart,Laptops,MacBook Pro 14,678.37,5★,Out of stock,https://techmart.demo/macbook-pro-14,0.0
2026-05-27 10:49:40,GadgetHub,Laptops,MacBook Pro 14,650.21,5★,In stock,https://gadgethub.demo/macbook-pro-14,0.0
2026-05-27 10:49:40,ShopZone,Laptops,MacBook Pro 14,717.97,4★,Low stock,https://shopzone.demo/macbook-pro-14,0.0
2026-05-27 10:49:40,PriceKing,Laptops,MacBook Pro 14,662.51,5★,Low stock,https://priceking.demo/macbook-pro-14,12.89
2026-05-27 10:49:40,MegaStore,Laptops,MacBook Pro 14,689.89,4★,In stock,https://megastore.demo/macbook-pro-14,13.88
2026-05-27 10:49:40,TechMart,Laptops,HP Spectre x360,688.35,5★,In stock,https://techmart.demo/hp-spectre-x360,4.95
2026-05-27 10:49:40,GadgetHub,Laptops,HP Spectre x360,708.05,5★,Out of stock,https://gadgethub.demo/hp-spectre-x360,0.0
2026-05-27 10:49:40,ShopZone,Laptops,HP Spectre x360,698.21,4★,Low stock,https://shopzone.demo/hp-spectre-x360,0.0
2026-05-27 10:49:40,PriceKing,Laptops,HP Spectre x360,694.86,4★,In stock,https://priceking.demo/hp-spectre-x360,0.0
2026-05-27 10:49:40,MegaStore,Laptops,HP Spectre x360,690.98,5★,Low stock,https://megastore.demo/hp-spectre-x360,0.0
2026-05-27 10:49:40,TechMart,Laptops,Lenovo ThinkPad X1,728.36,4★,In stock,https://techmart.demo/lenovo-thinkpad-x1,0.0
2026-05-27 10:49:40,GadgetHub,Laptops,Lenovo ThinkPad X1,698.73,3★,In stock,https://gadgethub.demo/lenovo-thinkpad-x1,4.77
2026-05-27 10:49:40,ShopZone,Laptops,Lenovo ThinkPad X1,718.88,5★,In stock,https://shopzone.demo/lenovo-thinkpad-x1,0.0
2026-05-27 10:49:40,PriceKing,Laptops,Lenovo ThinkPad X1,656.22,5★,In stock,https://priceking.demo/lenovo-thinkpad-x1,4.49
2026-05-27 10:49:40,MegaStore,Laptops,Lenovo ThinkPad X1,732.36,4★,In stock,https://megastore.demo/lenovo-thinkpad-x1,0.0
2026-05-27 10:49:40,TechMart,Laptops,Asus ZenBook 14,705.63,5★,In stock,https://techmart.demo/asus-zenbook-14,0.0
2026-05-27 10:49:40,GadgetHub,Laptops,Asus ZenBook 14,679.26,4★,In stock,https://gadgethub.demo/asus-zenbook-14,0.0
2026-05-27 10:49:40,ShopZone,Laptops,Asus ZenBook 14,755.89,5★,Low stock,https://shopzone.demo/asus-zenbook-14,0.0
2026-05-27 10:49:40,PriceKing,Laptops,Asus ZenBook 14,640.17,5★,In stock,https://priceking.demo/asus-zenbook-14,-10.99
2026-05-27 10:49:40,MegaStore,Laptops,Asus ZenBook 14,689.72,4★,Out of stock,https://megastore.demo/asus-zenbook-14,0.0
2026-05-27 10:49:40,TechMart,Laptops,Acer Swift 5,683.24,4★,In stock,https://techmart.demo/acer-swift-5,0.0
2026-05-27 10:49:40,GadgetHub,Laptops,Acer Swift 5,702.4,4★,In stock,https://gadgethub.demo/acer-swift-5,-0.79
2026-05-27 10:49:40,ShopZone,Laptops,Acer Swift 5,753.86,3★,In stock,https://shopzone.demo/acer-swift-5,0.0
2026-05-27 10:49:40,PriceKing,Laptops,Acer Swift 5,637.98,3★,Out of stock,https://priceking.demo/acer-swift-5,0.0
2026-05-27 10:49:40,MegaStore,Laptops,Acer Swift 5,672.9,5★,In stock,https://megastore.demo/acer-swift-5,0.0
2026-05-27 10:49:40,TechMart,Laptops,MSI Prestige 15,663.89,5★,In stock,https://techmart.demo/msi-prestige-15,0.0
2026-05-27 10:49:40,GadgetHub,Laptops,MSI Prestige 15,661.97,3★,In stock,https://gadgethub.demo/msi-prestige-15,-10.79
